author_date_unix_timestamp,fix,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,contains_bug,days_to_first_fix,
1063070644.000000,0.000000,6.000000,37.000000,639.000000,8.421991,179873.000000,0.000000,0.000000,1.000000,0.000000,0.000000,319.000000,0.000000,94.000000,0.000000,0.000000,
1063070644.000000,0.000000,6.000000,37.000000,639.000000,8.421991,179873.000000,0.000000,281.491393,1.000000,0.000000,639.000000,319.000000,0.000000,94.000000,0.000000,0.000000,
1063071102.000000,0.000000,1.000000,1.000000,15.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,15.000000,646.000000,0.000000,14.000000,0.000000,0.000000,
1063071102.000000,0.000000,1.000000,1.000000,15.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,646.000000,0.000000,14.000000,0.000000,0.000000,
1063155353.000000,0.000000,1.000000,1.000000,1.000000,0.000000,7.000000,1.000000,1698.000000,1.000000,0.980428,2.000000,654.000000,2.019962,179.000000,0.000000,0.000000,
1063155353.000000,0.000000,1.000000,1.000000,1.000000,0.000000,7.000000,1.000000,1704.000000,1.000000,0.000000,3.000000,654.000000,0.000000,179.000000,0.000000,0.000000,
1063302777.000000,0.000000,1.000000,1.000000,1.000000,0.000000,44.000000,46.000000,188.000000,1.000000,2.686725,2.000000,655.000000,1.372200,327.000000,0.000000,0.000000,
1063302777.000000,0.000000,1.000000,1.000000,1.000000,0.000000,44.000000,46.000000,186.000000,1.000000,0.000000,3.000000,655.000000,0.000000,327.000000,0.000000,0.000000,
1063302914.000000,0.000000,1.000000,1.000000,1.000000,0.000000,6.000000,1.000000,3299.000000,1.000000,0.000000,3.000000,656.000000,0.000000,180.000000,0.000000,0.000000,
1063302914.000000,0.000000,1.000000,1.000000,1.000000,0.000000,6.000000,1.000000,3294.000000,1.000000,2.688310,2.000000,656.000000,1.371981,180.000000,0.000000,0.000000,
1063303507.000000,0.000000,1.000000,1.000000,1.000000,0.000000,2.000000,2.000000,2646.000000,1.000000,2.695174,2.000000,657.000000,1.371034,328.000000,0.000000,0.000000,
1063303507.000000,0.000000,1.000000,1.000000,1.000000,0.000000,2.000000,2.000000,2646.000000,1.000000,0.000000,3.000000,657.000000,0.000000,328.000000,0.000000,0.000000,
1063876335.000000,0.000000,1.000000,1.000000,1.000000,0.000000,190.000000,1.000000,962.000000,1.000000,9.325127,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1063876335.000000,0.000000,1.000000,1.000000,1.000000,0.000000,190.000000,1.000000,1151.000000,1.000000,0.000000,3.000000,1.000000,0.000000,1.000000,0.000000,0.000000,
1063878776.000000,0.000000,1.000000,1.000000,1.000000,0.000000,603.000000,0.000000,603.000000,1.000000,0.000000,1.000000,3.000000,0.000000,3.000000,0.000000,0.000000,
1063878776.000000,0.000000,1.000000,1.000000,1.000000,0.000000,603.000000,0.000000,0.000000,1.000000,0.000000,0.000000,2.000000,0.000000,2.000000,0.000000,0.000000,
1063988232.000000,0.000000,1.000000,1.000000,1.000000,0.000000,4.000000,2.000000,1206.000000,1.000000,1.266852,2.000000,658.000000,1.789358,95.000000,0.000000,0.000000,
1063988232.000000,0.000000,1.000000,1.000000,1.000000,0.000000,4.000000,2.000000,1208.000000,1.000000,0.000000,3.000000,658.000000,0.000000,95.000000,0.000000,0.000000,
1063995637.000000,0.000000,1.000000,1.000000,1.000000,0.000000,60.000000,1.000000,1399.000000,1.000000,0.000000,5.000000,659.000000,0.000000,96.000000,0.000000,0.000000,
1063995637.000000,0.000000,1.000000,1.000000,1.000000,0.000000,60.000000,1.000000,1340.000000,1.000000,1.380810,4.000000,659.000000,1.724213,96.000000,0.000000,0.000000,
1063995653.000000,0.000000,1.000000,1.000000,1.000000,0.000000,32.000000,5.000000,1142.000000,1.000000,10.706123,2.000000,660.000000,1.093404,329.000000,0.000000,0.000000,
1063995653.000000,0.000000,1.000000,1.000000,1.000000,0.000000,32.000000,5.000000,1169.000000,1.000000,0.000000,3.000000,660.000000,0.000000,329.000000,0.000000,0.000000,
1064019941.000000,0.000000,1.000000,1.000000,1.000000,0.000000,3.000000,3.000000,1458.000000,1.000000,0.281296,6.000000,661.000000,4.554970,97.000000,0.000000,0.000000,
1064019941.000000,0.000000,1.000000,1.000000,1.000000,0.000000,3.000000,3.000000,1458.000000,1.000000,0.000000,7.000000,661.000000,0.000000,97.000000,0.000000,0.000000,
1064020575.000000,0.000000,1.000000,1.000000,1.000000,0.000000,42.000000,2.000000,1458.000000,1.000000,0.007338,8.000000,662.000000,137.277603,98.000000,0.000000,0.000000,
1064020575.000000,0.000000,1.000000,1.000000,1.000000,0.000000,42.000000,2.000000,1498.000000,1.000000,0.000000,9.000000,662.000000,0.000000,98.000000,0.000000,0.000000,
1064021565.000000,0.000000,1.000000,2.000000,2.000000,0.571355,71.000000,40.000000,950.500000,1.000000,0.000000,8.000000,663.500000,0.000000,331.000000,0.000000,0.000000,
1064021565.000000,0.000000,1.000000,2.000000,2.000000,0.571355,71.000000,40.000000,935.000000,1.000000,5.652969,6.000000,663.500000,1.089654,331.000000,0.000000,0.000000,
1064180205.000000,0.000000,1.000000,1.000000,1.000000,0.000000,126.000000,86.000000,1210.000000,1.000000,2.221910,4.000000,4.000000,1.450063,4.000000,0.000000,0.000000,
1064180205.000000,0.000000,1.000000,1.000000,1.000000,0.000000,126.000000,86.000000,1250.000000,1.000000,0.000000,5.000000,5.000000,0.000000,5.000000,0.000000,0.000000,
1064269530.000000,0.000000,1.000000,1.000000,1.000000,0.000000,26.000000,25.000000,1233.000000,1.000000,0.000000,7.000000,665.000000,0.000000,332.000000,0.000000,0.000000,
1064269530.000000,0.000000,1.000000,1.000000,1.000000,0.000000,26.000000,25.000000,1232.000000,1.000000,2.869965,6.000000,665.000000,1.348436,332.000000,0.000000,0.000000,
1064276548.000000,0.000000,1.000000,1.000000,1.000000,0.000000,33.000000,15.000000,1234.000000,1.000000,0.081227,8.000000,666.000000,13.311200,333.000000,0.000000,0.000000,
1064276548.000000,0.000000,1.000000,1.000000,1.000000,0.000000,33.000000,15.000000,1252.000000,1.000000,0.000000,9.000000,666.000000,0.000000,333.000000,0.000000,0.000000,
1064276619.000000,0.000000,2.000000,2.000000,2.000000,0.995727,8.000000,5.000000,1826.500000,1.000000,0.000000,8.000000,667.500000,0.000000,99.000000,1.000000,2099.590800,
1064276619.000000,0.000000,2.000000,2.000000,2.000000,0.995727,8.000000,5.000000,1825.000000,1.000000,12.613889,6.000000,667.500000,1.064186,99.000000,1.000000,2099.590800,
1064276665.000000,0.000000,1.000000,1.000000,1.000000,0.000000,36.000000,2.000000,1572.000000,1.000000,0.000000,11.000000,669.000000,0.000000,100.000000,0.000000,0.000000,
1064276665.000000,0.000000,1.000000,1.000000,1.000000,0.000000,36.000000,2.000000,1538.000000,1.000000,2.964005,10.000000,669.000000,1.337381,100.000000,0.000000,0.000000,
1064277086.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,29.000000,1.000000,0.000000,3.000000,670.000000,0.000000,27.000000,0.000000,0.000000,
1064277086.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,28.000000,1.000000,13.963449,2.000000,670.000000,1.071616,27.000000,0.000000,0.000000,
1064277673.000000,0.000000,3.000000,3.000000,3.000000,0.939914,56.000000,7.000000,1527.333333,1.000000,0.008407,16.000000,672.000000,54.758622,101.000000,0.000000,0.000000,
1064277673.000000,0.000000,3.000000,3.000000,3.000000,0.939914,56.000000,7.000000,1543.666667,1.000000,0.000000,19.000000,672.000000,0.000000,101.000000,0.000000,0.000000,
1064277699.000000,0.000000,1.000000,1.000000,1.000000,0.000000,5.000000,3.000000,700.000000,1.000000,2.964514,4.000000,674.000000,1.337323,335.000000,0.000000,0.000000,
1064277699.000000,0.000000,1.000000,1.000000,1.000000,0.000000,5.000000,3.000000,702.000000,1.000000,0.000000,5.000000,674.000000,0.000000,335.000000,0.000000,0.000000,
1064394278.000000,0.000000,1.000000,1.000000,2.000000,0.043414,842.000000,2.000000,645.000000,1.000000,1.238848,6.000000,6.500000,0.701800,7.000000,0.000000,0.000000,
1064394278.000000,0.000000,1.000000,1.000000,2.000000,0.043414,842.000000,2.000000,1065.000000,1.000000,0.000000,8.000000,8.500000,0.000000,9.000000,0.000000,0.000000,
1064396034.000000,0.000000,1.000000,1.000000,1.000000,0.000000,3.000000,3.000000,1290.000000,1.000000,0.020324,8.000000,10.000000,50.202733,10.000000,0.000000,0.000000,
1064396034.000000,0.000000,1.000000,1.000000,1.000000,0.000000,3.000000,3.000000,1290.000000,1.000000,0.000000,9.000000,11.000000,0.000000,11.000000,0.000000,0.000000,
1064405395.000000,0.000000,1.000000,1.000000,1.000000,0.000000,147.000000,15.000000,1290.000000,1.000000,0.108345,10.000000,12.000000,10.229783,12.000000,0.000000,0.000000,
1064405395.000000,0.000000,1.000000,1.000000,1.000000,0.000000,147.000000,15.000000,1422.000000,1.000000,0.000000,11.000000,13.000000,0.000000,13.000000,0.000000,0.000000,
1064410747.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,2.000000,1262.000000,1.000000,1.540208,12.000000,675.000000,1.649263,336.000000,0.000000,0.000000,
1064410747.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,2.000000,1261.000000,1.000000,0.000000,13.000000,675.000000,0.000000,336.000000,0.000000,0.000000,
1064426049.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,3.000000,30.000000,1.000000,0.000000,3.000000,676.000000,0.000000,28.000000,0.000000,0.000000,
1064426049.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,3.000000,32.000000,1.000000,15.687558,2.000000,676.000000,1.063745,28.000000,0.000000,0.000000,
1064427352.000000,0.000000,1.000000,1.000000,1.000000,0.000000,4.000000,4.000000,1606.000000,1.000000,0.000000,13.000000,677.000000,0.000000,102.000000,0.000000,0.000000,
1064427352.000000,0.000000,1.000000,1.000000,1.000000,0.000000,4.000000,4.000000,1606.000000,1.000000,1.744063,12.000000,677.000000,1.573374,102.000000,0.000000,0.000000,
1064428306.000000,0.000000,1.000000,1.000000,1.000000,0.000000,3.000000,2.000000,1554.000000,1.000000,0.265174,12.000000,678.000000,4.771114,103.000000,0.000000,0.000000,
1064428306.000000,0.000000,1.000000,1.000000,1.000000,0.000000,3.000000,2.000000,1555.000000,1.000000,0.000000,13.000000,678.000000,0.000000,103.000000,0.000000,0.000000,
